Time,Sensor HR,Time,Respiratory,Time,Distance,Time,Body Val,Real HR
14:02:38,115,14:02:39,24,14:02:38,35,14:02:38,22,0
14:02:41,118,14:02:42,24,14:02:41,35,14:02:41,49,0
14:02:44,121,14:02:45,24,14:02:44,35,14:02:44,11,0
14:02:47,124,14:02:48,24,14:02:47,35,14:02:47,26,0
14:02:50,121,14:02:51,23,14:02:50,35,14:02:50,10,0
14:02:53,115,14:02:54,22,14:02:53,35,14:02:53,5,0
14:02:56,109,14:02:57,22,14:02:56,35,14:02:56,15,0
14:03:02,97,14:03:03,23,14:03:02,35,14:03:02,5,0
14:03:05,91,14:03:06,23,14:03:05,35,14:03:05,25,0
14:03:08,86,14:03:09,22,14:03:08,35,14:03:08,20,0
14:03:11,0,14:03:12,21,14:03:11,35,14:03:11,25,0
14:03:14,80,14:03:15,18,14:03:14,35,14:03:14,32,0
14:03:17,78,14:03:18,18,14:03:17,35,14:03:17,34,0
14:03:20,78,14:03:21,17,14:03:20,35,14:03:20,19,0
14:03:23,76,14:03:24,16,14:03:23,35,14:03:23,9,0
14:03:26,76,14:03:27,15,14:03:26,35,14:03:26,17,0
14:03:29,76,14:03:30,15,14:03:29,35,14:03:29,29,0
14:03:32,76,14:03:33,14,14:03:32,35,14:03:32,64,0
14:03:32,76,14:03:39,24,14:03:38,35,14:03:38,29,0
14:03:41,113,14:03:42,24,14:03:41,35,14:03:41,90,0
14:03:44,116,14:03:45,24,14:03:44,35,14:03:44,15,0
14:03:47,119,14:03:48,23,14:03:47,35,14:03:47,47,0
14:03:50,122,14:03:51,22,14:03:50,35,14:03:50,39,0
14:03:56,110,14:03:57,24,14:03:56,35,14:03:56,13,0
14:04:02,116,14:04:06,23,14:04:05,35,14:04:05,28,0
14:04:08,110,14:04:09,23,14:04:08,35,14:04:08,23,0
14:04:11,113,14:04:12,24,14:04:11,35,14:04:11,43,0
14:04:14,116,14:04:15,23,14:04:15,47,14:04:14,23,0
14:04:17,119,14:04:18,23,14:04:18,47,14:04:17,5,0
14:04:20,113,14:04:21,22,14:04:20,47,14:04:20,8,0
14:04:23,107,14:04:24,21,14:04:24,47,14:04:23,45,0
14:04:26,104,14:04:27,19,14:04:27,47,14:04:26,13,0
14:04:29,101,14:04:30,18,14:04:30,47,14:04:29,41,0
14:04:32,95,14:04:33,18,14:04:33,47,14:04:32,6,0
14:04:35,89,14:04:36,18,14:04:36,47,14:04:35,7,0
14:04:38,0,14:04:39,18,14:04:39,47,14:04:38,23,0
14:04:41,78,14:04:42,19,14:04:42,47,14:04:41,3,0
14:04:44,75,14:04:45,17,14:04:45,47,14:04:44,24,0
14:04:47,72,14:04:48,17,14:04:48,47,14:04:47,11,0
14:04:50,69,14:04:51,16,14:04:51,47,14:04:50,39,0
14:04:53,66,14:04:54,16,14:04:54,47,14:04:53,3,0
14:04:56,66,14:04:57,15,14:04:57,47,14:04:56,10,0
14:05:02,68,14:05:03,15,14:05:03,47,14:05:02,32,87
14:05:05,71,14:05:06,15,14:05:06,47,14:05:05,2,87
14:05:08,74,14:05:09,15,14:05:09,47,14:05:08,13,87
14:05:11,77,14:05:12,15,14:05:12,47,14:05:11,17,87
14:05:14,77,14:05:15,15,14:05:15,47,14:05:14,42,87
14:05:17,77,14:05:18,15,14:05:18,47,14:05:17,6,84
14:05:20,77,14:05:21,15,14:05:21,47,14:05:20,9,84
14:05:23,77,14:05:24,15,14:05:24,47,14:05:23,10,84
14:05:26,77,14:05:27,15,14:05:27,47,14:05:26,46,84
14:05:29,77,14:05:30,15,14:05:30,47,14:05:29,37,84
14:05:32,77,14:05:33,15,14:05:33,47,14:05:32,40,87
14:05:35,78,14:05:36,15,14:05:36,47,14:05:35,10,87
14:05:38,78,14:05:39,15,14:05:39,47,14:05:38,28,87
14:05:41,76,14:05:42,15,14:05:42,47,14:05:41,39,87
14:05:44,72,14:05:45,15,14:05:45,47,14:05:44,12,87
14:05:47,69,14:05:48,15,14:05:48,47,14:05:47,22,84
14:05:50,66,14:05:51,15,14:05:51,47,14:05:50,23,84
14:05:53,64,14:05:54,15,14:05:54,47,14:05:53,38,84
14:05:56,64,14:05:57,15,14:05:57,47,14:05:56,4,84
14:06:02,64,14:06:03,15,14:06:03,47,14:06:02,11,89
14:06:05,64,14:06:06,15,14:06:06,47,14:06:05,11,89
14:06:08,64,14:06:09,15,14:06:09,47,14:06:08,9,89
14:06:11,64,14:06:12,15,14:06:12,47,14:06:11,36,89
14:06:14,64,14:06:15,16,14:06:15,47,14:06:14,26,89
14:06:17,64,14:06:18,16,14:06:18,47,14:06:17,29,89
14:06:20,64,14:06:21,16,14:06:21,47,14:06:20,6,90
14:06:23,64,14:06:24,17,14:06:24,47,14:06:23,8,90
14:06:26,64,14:06:27,17,14:06:27,47,14:06:26,39,90
14:06:29,67,14:06:30,17,14:06:30,47,14:06:29,43,90
14:06:32,70,14:06:33,17,14:06:33,47,14:06:32,6,90
14:06:35,72,14:06:36,17,14:06:36,47,14:06:35,7,96
14:06:38,75,14:06:39,17,14:06:39,47,14:06:38,57,96
14:06:41,78,14:06:42,17,14:06:42,47,14:06:41,13,96
14:06:44,78,14:06:45,17,14:06:45,47,14:06:44,39,96
14:06:56,115,14:06:57,23,14:06:57,47,14:06:56,19,96
14:07:02,121,14:07:03,23,14:07:03,47,14:07:02,18,96
14:07:05,124,14:07:06,24,14:07:06,47,14:07:05,8,96
