Time,Sensor HR,Time,Respiratory,Time,Distance,Time,Body Val,Real HR
15:17:49,0,15:17:49,0,15:17:49,0,15:17:49,47
15:18:08,91,15:18:09,21,15:18:08,59,15:18:08,45
15:18:17,111,15:18:18,23,15:18:17,47,15:18:17,31
15:18:20,114,15:18:21,24,15:18:20,47,15:18:20,38
15:18:23,117,15:18:24,24,15:18:23,47,15:18:23,52
15:18:26,120,15:18:27,23,15:18:26,47,15:18:26,9
15:18:29,117,15:18:30,23,15:18:29,59,15:18:29,44
15:18:32,113,15:18:33,24,15:18:32,59,15:18:32,6
15:18:35,113,15:18:36,23,15:18:35,59,15:18:35,4
15:18:38,113,15:18:39,22,15:18:38,59,15:18:38,22
15:18:41,111,15:18:42,20,15:18:41,59,15:18:41,9
15:18:44,105,15:18:45,19,15:18:44,59,15:18:44,25
15:18:47,99,15:18:48,18,15:18:47,59,15:18:47,100
15:18:50,93,15:18:51,18,15:18:50,47,15:18:50,8
15:18:53,87,15:18:54,18,15:18:53,47,15:18:53,8
15:18:56,81,15:18:57,17,15:18:56,47,15:18:56,31
15:19:02,74,15:19:03,17,15:19:02,47,15:19:02,5
15:19:05,71,15:19:06,17,15:19:05,47,15:19:05,10
15:19:08,70,15:19:09,17,15:19:08,47,15:19:08,16
15:19:11,72,15:19:12,16,15:19:11,47,15:19:11,21
15:19:14,75,15:19:15,16,15:19:14,47,15:19:14,15
15:19:17,75,15:19:18,16,15:19:17,47,15:19:17,8
15:19:20,75,15:19:21,16,15:19:20,47,15:19:20,8
15:19:23,78,15:19:24,16,15:19:23,47,15:19:23,16
15:19:26,81,15:19:27,16,15:19:26,47,15:19:26,17
15:19:29,82,15:19:30,18,15:19:29,47,15:19:29,26
15:19:32,82,15:19:33,17,15:19:32,47,15:19:32,35
15:19:35,81,15:19:36,16,15:19:35,47,15:19:35,16
15:19:38,80,15:19:39,16,15:19:38,47,15:19:38,27
15:19:41,80,15:19:42,15,15:19:41,47,15:19:41,17
15:19:44,80,15:19:45,15,15:19:44,47,15:19:44,19
15:19:47,80,15:19:48,15,15:19:47,47,15:19:47,20
15:19:50,80,15:19:51,15,15:19:50,47,15:19:50,16
15:19:53,80,15:19:54,15,15:19:53,47,15:19:53,52
15:19:56,80,15:19:57,15,15:19:56,47,15:19:56,18
15:20:02,79,15:20:03,15,15:20:02,47,15:20:02,14,94
15:20:05,79,15:20:06,15,15:20:05,47,15:20:05,10,94
15:20:08,79,15:20:09,15,15:20:08,47,15:20:08,6,94
15:20:11,79,15:20:12,15,15:20:11,47,15:20:11,4,94
15:20:14,79,15:20:15,15,15:20:14,47,15:20:14,6,94
15:20:17,77,15:20:18,15,15:20:17,47,15:20:17,3,94
15:20:20,77,15:20:21,15,15:20:20,47,15:20:20,2,94
15:20:23,77,15:20:24,15,15:20:23,47,15:20:23,15,89
15:20:26,77,15:20:27,15,15:20:26,47,15:20:26,14,89
15:20:29,75,15:20:30,15,15:20:29,47,15:20:29,7,89
15:20:32,73,15:20:33,15,15:20:32,47,15:20:32,3,89
15:20:35,73,15:20:36,15,15:20:35,47,15:20:35,5,89
15:20:38,73,15:20:39,15,15:20:38,47,15:20:38,5,89
15:20:41,73,15:20:42,15,15:20:41,47,15:20:41,10,88
15:20:44,73,15:20:45,15,15:20:44,47,15:20:44,2,88
15:20:47,73,15:20:48,15,15:20:47,47,15:20:47,4,88
15:20:50,73,15:20:51,15,15:20:50,47,15:20:50,17,88
