Time,Sensor HR,Time,Respiratory,Time,Distance,Time,Body Val,Real HR
14:24:55,84,14:24:56,18,14:24:56,23,14:24:55,1
14:24:58,84,14:24:59,18,14:24:59,47,14:24:58,1
14:25:01,84,14:25:02,18,14:25:02,47,14:25:01,1
14:25:04,84,14:25:05,18,14:25:05,47,14:25:04,1
14:25:07,84,14:25:08,18,14:25:08,47,14:25:07,27
14:25:10,84,14:25:11,17,14:25:11,47,14:25:10,1
14:25:13,84,14:25:14,16,14:25:14,47,14:25:13,1
14:25:16,84,14:25:17,15,14:25:17,47,14:25:16,1
14:25:19,84,14:25:20,14,14:25:20,35,14:25:19,1
14:25:22,84,14:25:23,14,14:25:23,35,14:25:22,1
14:25:25,84,14:25:26,14,14:25:26,35,14:25:25,1
14:25:28,82,14:25:29,14,14:25:29,178,14:25:28,1
14:25:31,84,14:25:32,15,14:25:32,178,14:25:31,1
14:25:34,82,14:25:35,17,14:25:35,11,14:25:34,1
14:25:37,79,14:25:38,18,14:25:38,95,14:25:37,1
14:25:40,76,14:25:41,19,14:25:41,23,14:25:40,1
14:25:43,74,14:25:44,20,14:25:44,23,14:25:43,1
14:25:46,74,14:25:47,21,14:25:47,23,14:25:46,1
14:25:49,74,14:25:50,21,14:25:50,23,14:25:49,1
14:25:52,74,14:25:53,22,14:25:53,23,14:25:52,1
14:25:55,74,14:25:56,0,14:25:56,23,14:25:55,1
14:25:57,0,14:25:57,0,14:25:57,23,14:25:56,1
14:29:22,82,14:29:23,8,14:29:23,178,14:29:23,1
14:29:25,84,14:29:26,10,14:29:26,178,14:29:26,1
14:29:28,84,14:29:29,13,14:29:29,178,14:29:29,1
14:29:31,80,14:29:32,16,14:29:32,178,14:29:32,1
14:29:34,75,14:29:35,17,14:29:35,178,14:29:35,1
14:29:37,72,14:29:38,18,14:29:38,23,14:29:38,1
14:29:40,69,14:29:41,1,14:29:41,23,14:29:41,1
14:29:43,67,14:29:44,4,14:29:44,23,14:29:44,1
14:29:46,68,14:29:47,7,14:29:47,23,14:29:47,1
14:29:49,71,14:29:50,10,14:29:50,11,14:29:50,1
14:29:52,74,14:29:53,12,14:29:53,23,14:29:53,1
14:29:55,77,14:29:56,14,14:29:56,23,14:29:56,1
14:29:58,80,14:29:59,16,14:29:59,23,14:29:59,1
14:30:01,0,14:30:02,17,14:30:02,178,14:30:02,1
14:30:04,86,14:30:05,18,14:30:05,178,14:30:05,1
14:30:07,89,14:30:08,20,14:30:08,178,14:30:08,1
14:30:10,90,14:30:11,20,14:30:11,178,14:30:11,1
14:30:13,90,14:30:14,20,14:30:14,178,14:30:14,1
14:30:16,90,14:30:17,20,14:30:17,178,14:30:17,1
14:30:19,86,14:30:20,21,14:30:20,178,14:30:20,1
14:30:22,80,14:30:23,22,14:30:23,178,14:30:23,1
14:30:25,74,14:30:26,0,14:30:26,35,14:30:26,1
14:30:31,75,14:30:32,5,14:30:32,35,14:30:32,1
14:30:34,78,14:30:35,8,14:30:35,23,14:30:35,1
14:30:37,81,14:30:38,10,14:30:38,23,14:30:38,1
14:30:39,0,14:30:39,0,14:30:39,23,14:30:39,1
14:30:41,0,14:30:46,0,14:30:39,0,14:30:39,0
14:32:52,0,14:32:59,4,14:32:59,178,14:32:59,1
14:33:01,90,14:33:02,8,14:33:02,178,14:33:02,1
14:33:04,93,14:33:05,10,14:33:05,178,14:33:05,1
14:33:07,96,14:33:08,13,14:33:08,178,14:33:08,1
14:33:10,98,14:33:11,15,14:33:11,178,14:33:11,1
14:33:13,98,14:33:14,17,14:33:14,178,14:33:14,1
14:33:16,98,14:33:17,0,14:33:17,23,14:33:17,1
14:33:22,96,14:33:23,6,14:33:23,178,14:33:23,1
14:33:25,0,14:33:26,0,14:33:25,178,14:33:25,1
14:33:25,0,14:33:27,0,14:33:26,0,14:33:26,0
14:35:14,0,14:35:21,4,14:35:20,11,14:35:20,1
14:35:23,85,14:35:24,7,14:35:23,23,14:35:23,1
14:35:25,0,14:35:27,9,14:35:26,11,14:35:26,1
