Time,Sensor HR,Time,Respiratory,Time,Distance,Time,Body Val,Real HR
15:55:41,100,15:55:42,24,15:55:41,47,15:55:41,7,
15:55:50,111,15:55:51,23,15:55:50,47,15:55:50,2,
15:55:53,114,15:55:54,24,15:55:53,47,15:55:53,21,
15:55:56,117,15:55:57,24,15:55:56,47,15:55:56,18,
15:56:05,111,15:56:06,24,15:56:05,47,15:56:05,22,
15:56:08,114,15:56:09,23,15:56:08,47,15:56:08,5,
15:56:11,117,15:56:12,23,15:56:11,47,15:56:11,32,
15:56:14,120,15:56:15,24,15:56:14,59,15:56:14,14,
15:56:17,117,15:56:18,22,15:56:17,59,15:56:17,15,
15:56:20,111,15:56:21,20,15:56:20,59,15:56:20,5,
15:56:23,105,15:56:24,19,15:56:23,59,15:56:23,26,
15:56:26,99,15:56:27,18,15:56:26,59,15:56:26,62,
15:56:29,93,15:56:30,18,15:56:29,59,15:56:29,38,
15:56:32,87,15:56:33,17,15:56:32,47,15:56:32,14,
15:56:35,81,15:56:36,16,15:56:35,59,15:56:35,7,
15:56:38,77,15:56:39,16,15:56:38,59,15:56:38,15,
15:56:41,74,15:56:42,16,15:56:41,59,15:56:41,55,
15:56:44,71,15:56:45,17,15:56:44,59,15:56:44,12,
15:56:47,70,15:56:48,17,15:56:47,59,15:56:47,17,
15:56:50,70,15:56:51,18,15:56:50,59,15:56:50,0,
15:57:17,122,15:57:18,23,15:57:17,47,15:57:17,30,
15:57:20,125,15:57:21,24,15:57:20,47,15:57:20,13,
15:57:23,126,15:57:24,24,15:57:23,47,15:57:23,18,
15:57:26,125,15:57:27,23,15:57:26,47,15:57:26,15,
15:57:29,119,15:57:30,21,15:57:29,47,15:57:29,11,
15:57:32,113,15:57:33,19,15:57:32,59,15:57:32,14,
15:57:35,107,15:57:36,18,15:57:35,59,15:57:35,29,
15:57:38,101,15:57:39,18,15:57:38,47,15:57:38,5,
15:57:41,95,15:57:42,17,15:57:41,47,15:57:41,6,
15:57:44,89,15:57:45,17,15:57:44,47,15:57:44,23,
15:57:47,86,15:57:48,17,15:57:47,47,15:57:47,10,
15:57:50,0,15:57:51,17,15:57:50,47,15:57:50,23,
15:57:53,80,15:57:54,17,15:57:53,47,15:57:53,23,
15:57:56,80,15:57:57,17,15:57:56,47,15:57:56,7,
15:58:02,80,15:58:03,18,15:58:02,47,15:58:02,20,
15:58:05,80,15:58:06,16,15:58:05,47,15:58:05,20,
15:58:08,80,15:58:09,16,15:58:08,47,15:58:08,72,
15:58:11,80,15:58:12,16,15:58:11,47,15:58:11,12,
15:58:14,80,15:58:15,15,15:58:14,47,15:58:14,15,
15:58:17,81,15:58:18,16,15:58:17,47,15:58:17,20,
15:58:20,84,15:58:21,17,15:58:20,47,15:58:20,10,
15:58:23,84,15:58:24,16,15:58:23,47,15:58:23,33,
15:58:26,84,15:58:27,17,15:58:26,47,15:58:26,10,
15:58:29,84,15:58:30,17,15:58:29,47,15:58:29,79,
15:58:32,84,15:58:33,17,15:58:32,47,15:58:32,20,
15:58:35,84,15:58:36,17,15:58:35,47,15:58:35,12,
15:58:38,84,15:58:39,18,15:58:38,47,15:58:38,19,
15:58:41,84,15:58:42,20,15:58:41,47,15:58:41,14,
15:58:44,84,15:58:45,18,15:58:44,47,15:58:44,16,
15:58:47,84,15:58:48,17,15:58:47,47,15:58:47,25,
15:58:50,84,15:58:51,18,15:58:50,47,15:58:50,14,
15:58:53,85,15:58:54,18,15:58:53,47,15:58:53,37,
15:58:56,88,15:58:57,18,15:58:56,47,15:58:56,33,
15:59:02,89,15:59:03,18,15:59:02,47,15:59:02,24,73
15:59:05,89,15:59:06,18,15:59:05,47,15:59:05,8,73
15:59:08,88,15:59:09,16,15:59:08,47,15:59:08,13,73
15:59:11,87,15:59:12,14,15:59:11,47,15:59:11,7,73
15:59:14,87,15:59:15,14,15:59:14,47,15:59:14,41,73
15:59:17,87,15:59:18,14,15:59:17,47,15:59:17,11,73
15:59:20,85,15:59:21,13,15:59:20,47,15:59:20,14,73
15:59:23,82,15:59:24,13,15:59:23,47,15:59:23,44,73
15:59:26,79,15:59:27,11,15:59:26,47,15:59:26,31,73
15:59:29,77,15:59:30,10,15:59:29,47,15:59:29,11,73
15:59:32,78,15:59:33,11,15:59:32,47,15:59:32,4,71
15:59:35,79,15:59:36,13,15:59:35,47,15:59:35,5,71
15:59:38,82,15:59:39,14,15:59:38,47,15:59:38,3,71
15:59:41,85,15:59:42,16,15:59:41,47,15:59:41,5,71
15:59:44,88,15:59:45,16,15:59:44,47,15:59:44,7,71
15:59:47,91,15:59:48,16,15:59:47,47,15:59:47,4,71
15:59:50,88,15:59:51,15,15:59:50,47,15:59:50,8,71
15:59:53,88,15:59:54,16,15:59:53,47,15:59:53,16,71
15:59:56,88,15:59:57,17,15:59:56,47,15:59:56,17,71
16:00:02,88,16:00:03,17,16:00:02,47,16:00:02,6,74
16:00:05,88,16:00:06,16,16:00:05,47,16:00:05,7,74
16:00:08,84,16:00:09,15,16:00:08,47,16:00:08,9,74
16:00:11,78,16:00:12,14,16:00:11,47,16:00:11,6,74
16:00:14,72,16:00:15,13,16:00:14,47,16:00:14,12,74
16:00:17,69,16:00:18,13,16:00:17,47,16:00:17,4,74
16:00:20,66,16:00:21,12,16:00:20,47,16:00:20,5,74
16:00:23,65,16:00:24,12,16:00:23,47,16:00:23,3,74
16:00:26,65,16:00:27,11,16:00:26,47,16:00:26,6,74
16:00:29,65,16:00:30,11,16:00:29,47,16:00:29,5,74
16:00:32,65,16:00:33,11,16:00:32,47,16:00:32,4,73
16:00:35,65,16:00:36,11,16:00:35,47,16:00:35,2,73
16:00:38,65,16:00:39,11,16:00:38,47,16:00:38,9,73
16:00:41,65,16:00:42,11,16:00:41,47,16:00:41,5,73
16:00:44,65,16:00:45,11,16:00:44,47,16:00:44,2,73
16:00:47,65,16:00:48,11,16:00:47,47,16:00:47,4,73
16:00:50,65,16:00:51,11,16:00:50,47,16:00:50,3,73
16:00:53,65,16:00:54,11,16:00:53,47,16:00:53,3,73
16:00:56,65,16:00:57,11,16:00:56,47,16:00:56,6,73
16:01:02,65,16:01:03,11,16:01:02,47,16:01:02,2,72
16:01:05,65,16:01:06,11,16:01:05,47,16:01:05,5,72
16:01:08,65,16:01:09,11,16:01:08,47,16:01:08,8,72
16:01:11,65,16:01:12,12,16:01:11,47,16:01:11,16,72
16:01:14,65,16:01:15,12,16:01:14,47,16:01:14,5,72
16:01:17,65,16:01:18,12,16:01:17,47,16:01:17,11,72
16:01:20,65,16:01:21,13,16:01:20,47,16:01:20,11,72
16:01:23,65,16:01:24,13,16:01:23,47,16:01:23,30,72
16:01:26,67,16:01:27,13,16:01:26,47,16:01:26,27,72
16:01:29,70,16:01:30,14,16:01:29,47,16:01:29,8,72
16:01:32,73,16:01:33,14,16:01:32,47,16:01:32,7,75
16:01:35,76,16:01:36,14,16:01:35,47,16:01:35,16,75
16:01:38,77,16:01:39,14,16:01:38,47,16:01:38,18,75
16:01:41,77,16:01:42,14,16:01:41,47,16:01:41,15,75
16:01:44,75,16:01:45,15,16:01:44,47,16:01:44,4,75
16:01:47,72,16:01:48,15,16:01:47,47,16:01:47,5,72
16:01:50,75,16:01:51,15,16:01:50,47,16:01:50,9,72
16:01:53,77,16:01:54,15,16:01:53,47,16:01:53,6,72
16:01:56,77,16:01:57,15,16:01:56,47,16:01:56,7,72
16:02:02,77,16:02:03,15,16:02:02,59,16:02:02,12,75
16:02:05,77,16:02:06,15,16:02:05,47,16:02:05,6,75
16:02:08,75,16:02:09,15,16:02:08,47,16:02:08,5,75
16:02:11,72,16:02:12,15,16:02:11,47,16:02:11,11,75
16:02:14,72,16:02:15,15,16:02:14,47,16:02:14,9,75
16:02:17,73,16:02:18,15,16:02:17,47,16:02:17,8,73
16:02:20,72,16:02:21,15,16:02:20,47,16:02:20,12,73
16:02:23,71,16:02:24,15,16:02:23,47,16:02:23,15,73
16:02:26,71,16:02:27,15,16:02:26,47,16:02:26,9,73
16:02:29,71,16:02:30,15,16:02:29,47,16:02:29,8,73
16:02:32,71,16:02:33,15,16:02:32,47,16:02:32,7,75
16:02:35,71,16:02:36,15,16:02:35,59,16:02:35,6,75
16:02:38,71,16:02:39,15,16:02:38,59,16:02:38,15,75
16:02:41,71,16:02:42,15,16:02:41,59,16:02:41,10,75
16:02:44,71,16:02:45,15,16:02:44,59,16:02:44,3,75
16:02:47,71,16:02:48,15,16:02:47,59,16:02:47,28,69
16:02:50,71,16:02:51,15,16:02:50,59,16:02:50,6,69
16:02:53,71,16:02:54,15,16:02:53,47,16:02:53,3,69
16:02:56,71,16:02:57,15,16:02:56,47,16:02:56,18,69
16:03:02,69,16:03:03,14,16:03:02,47,16:03:02,5,69
16:03:05,69,16:03:06,14,16:03:05,47,16:03:05,10,69
16:03:08,69,16:03:09,13,16:03:08,47,16:03:08,6,69
