Time,Sensor HR,Time,Respiratory,Time,Distance,Time,Body Val,Real HR
15:33:33,79,15:33:34,17,15:33:33,35,15:33:33,100,
15:33:42,113,15:33:43,23,15:33:42,35,15:33:42,67,
15:33:45,116,15:33:52,24,15:33:51,59,15:33:51,31,
15:33:54,113,15:33:55,23,15:33:54,59,15:33:54,100,
15:34:03,113,15:34:04,23,15:34:03,59,15:34:03,16,
15:34:06,116,15:34:07,23,15:34:06,59,15:34:06,19,
15:34:09,119,15:34:10,23,15:34:09,59,15:34:09,20,
15:34:09,119,15:34:13,22,15:34:12,59,15:34:12,14,
15:34:15,116,15:34:16,20,15:34:15,59,15:34:15,16,
15:34:18,110,15:34:19,18,15:34:18,59,15:34:18,100,
15:34:48,126,15:34:49,23,15:34:48,47,15:34:48,19,
15:34:51,125,15:34:52,24,15:34:51,47,15:34:51,17,
15:34:54,127,15:34:55,24,15:34:54,47,15:34:54,7,
15:34:57,126,15:34:58,24,15:34:57,47,15:34:57,7,
15:35:00,123,15:35:01,23,15:35:00,59,15:35:00,22,
15:35:03,117,15:35:04,23,15:35:03,59,15:35:03,10,
15:35:06,111,15:35:07,23,15:35:06,59,15:35:06,16,
15:35:09,105,15:35:10,23,15:35:09,59,15:35:09,15,
15:35:12,99,15:35:13,23,15:35:12,59,15:35:12,27,
15:35:15,93,15:35:16,23,15:35:15,59,15:35:15,13,
15:35:18,88,15:35:19,23,15:35:18,59,15:35:18,27,
15:35:27,110,15:35:28,23,15:35:27,47,15:35:27,14,
15:35:30,113,15:35:31,23,15:35:30,47,15:35:30,6,
15:35:33,116,15:35:34,24,15:35:33,47,15:35:33,51,
15:35:36,119,15:35:37,23,15:35:36,47,15:35:36,12,
15:35:39,116,15:35:40,23,15:35:39,59,15:35:39,4,
15:35:42,110,15:35:43,23,15:35:42,59,15:35:42,15,
15:35:45,104,15:35:46,22,15:35:45,59,15:35:45,8,
15:35:48,98,15:35:49,21,15:35:48,59,15:35:48,8,
15:35:51,92,15:35:52,19,15:35:51,59,15:35:51,10,
15:35:54,86,15:35:55,18,15:35:54,59,15:35:54,4,
15:35:57,80,15:35:58,19,15:35:57,59,15:35:57,26,
15:36:00,77,15:36:01,18,15:36:00,59,15:36:00,26,
15:36:03,76,15:36:04,18,15:36:03,47,15:36:03,9,
15:36:06,76,15:36:07,19,15:36:06,47,15:36:06,3,
15:36:09,76,15:36:10,20,15:36:09,47,15:36:09,18,
15:36:12,76,15:36:13,20,15:36:12,47,15:36:12,27,
15:36:15,76,15:36:16,21,15:36:15,47,15:36:15,4,
15:36:18,76,15:36:19,21,15:36:18,47,15:36:18,13,
15:36:21,76,15:36:22,22,15:36:21,47,15:36:21,14,
15:36:24,76,15:36:25,22,15:36:24,47,15:36:24,16,
15:36:27,76,15:36:28,22,15:36:27,47,15:36:27,21,
15:36:30,76,15:36:31,22,15:36:30,47,15:36:30,9,
15:36:33,76,15:36:34,22,15:36:33,47,15:36:33,11,
15:36:36,76,15:36:37,23,15:36:36,47,15:36:36,13,
15:36:39,76,15:36:40,20,15:36:39,47,15:36:39,14,
15:36:42,76,15:36:43,18,15:36:42,47,15:36:42,8,
15:36:45,76,15:36:46,16,15:36:45,47,15:36:45,12,
15:36:48,76,15:36:49,15,15:36:48,47,15:36:48,2,
15:36:51,76,15:36:52,14,15:36:51,47,15:36:51,11,
15:36:54,76,15:36:55,13,15:36:54,47,15:36:54,11,
15:36:57,76,15:36:58,13,15:36:57,47,15:36:57,4,
15:37:00,78,15:37:01,12,15:37:00,47,15:37:00,28,70
15:37:03,81,15:37:04,12,15:37:03,47,15:37:03,15,70
15:37:06,0,15:37:07,12,15:37:06,47,15:37:06,4,70
15:37:09,0,15:37:10,12,15:37:09,47,15:37:09,8,70
15:37:12,0,15:37:13,12,15:37:12,47,15:37:12,6,70
15:37:15,0,15:37:16,12,15:37:15,47,15:37:15,7,72
15:37:18,0,15:37:19,12,15:37:18,47,15:37:18,23,72
15:37:21,0,15:37:22,12,15:37:21,47,15:37:21,10,72
15:37:24,84,15:37:25,12,15:37:24,47,15:37:24,4,72
15:37:27,86,15:37:28,12,15:37:27,47,15:37:27,5,72
15:37:30,86,15:37:31,12,15:37:30,47,15:37:30,2,74
15:37:33,89,15:37:34,12,15:37:33,47,15:37:33,3,74
15:37:36,89,15:37:37,12,15:37:36,47,15:37:36,4,74
15:37:39,89,15:37:40,13,15:37:39,47,15:37:39,4,74
15:37:42,89,15:37:43,13,15:37:42,47,15:37:42,6,74
15:37:45,89,15:37:46,13,15:37:45,47,15:37:45,14,75
15:37:48,89,15:37:49,14,15:37:48,47,15:37:48,9,75
15:37:51,89,15:37:52,14,15:37:51,47,15:37:51,4,75
15:37:54,89,15:37:55,13,15:37:54,47,15:37:54,7,75
15:37:57,89,15:37:58,12,15:37:57,47,15:37:57,5,75
15:38:00,89,15:38:01,12,15:38:00,47,15:38:00,12,81
15:38:03,89,15:38:04,12,15:38:03,47,15:38:03,3,81
15:38:06,89,15:38:07,11,15:38:06,47,15:38:06,1,81
15:38:09,89,15:38:10,11,15:38:09,47,15:38:09,7,81
15:38:12,86,15:38:13,11,15:38:12,47,15:38:12,1,81
15:38:15,85,15:38:16,11,15:38:15,47,15:38:15,14,75
15:38:18,85,15:38:19,11,15:38:18,47,15:38:18,15,75
15:38:21,85,15:38:22,11,15:38:21,47,15:38:21,9,75
15:38:24,85,15:38:25,11,15:38:24,47,15:38:24,11,75
15:38:27,85,15:38:28,11,15:38:27,47,15:38:27,39,75
15:38:30,82,15:38:31,11,15:38:30,47,15:38:30,3,75
15:38:33,79,15:38:34,11,15:38:33,47,15:38:33,14,75
15:38:36,79,15:38:37,11,15:38:36,47,15:38:36,13,75
15:38:39,79,15:38:40,12,15:38:39,47,15:38:39,11,75
15:38:42,79,15:38:43,11,15:38:42,47,15:38:42,3,75
15:38:45,79,15:38:46,11,15:38:45,47,15:38:45,6,76
15:38:48,79,15:38:49,13,15:38:48,47,15:38:48,15,76
15:38:51,79,15:38:52,14,15:38:51,47,15:38:51,9,76
15:38:54,79,15:38:55,16,15:38:54,47,15:38:54,5,76
15:38:57,79,15:38:58,15,15:38:57,47,15:38:57,3,76
15:39:00,79,15:39:01,14,15:39:00,47,15:39:00,2,76
15:39:03,79,15:39:04,13,15:39:03,47,15:39:03,5,76
15:39:06,79,15:39:07,12,15:39:06,47,15:39:06,4,76
15:39:09,79,15:39:10,12,15:39:09,47,15:39:09,7,76
15:39:12,79,15:39:13,12,15:39:12,47,15:39:12,7,76
15:39:15,77,15:39:16,11,15:39:15,47,15:39:15,2,75
15:39:18,74,15:39:19,11,15:39:18,47,15:39:18,6,75
15:39:21,71,15:39:22,11,15:39:21,47,15:39:21,2,75
15:39:24,68,15:39:25,11,15:39:24,47,15:39:24,4,75
15:39:27,67,15:39:28,11,15:39:27,47,15:39:27,12,75
15:39:30,67,15:39:31,11,15:39:30,47,15:39:30,4,73
15:39:33,67,15:39:34,11,15:39:33,47,15:39:33,7,73
15:39:36,67,15:39:37,11,15:39:36,47,15:39:36,8,73
15:39:39,67,15:39:40,11,15:39:39,47,15:39:39,2,73
15:39:42,69,15:39:43,11,15:39:42,47,15:39:42,5,73
15:39:45,69,15:39:46,11,15:39:45,47,15:39:45,4,71
15:39:48,69,15:39:49,11,15:39:48,47,15:39:48,2,71
15:39:51,69,15:39:52,11,15:39:51,47,15:39:51,2,71
15:39:54,69,15:39:55,11,15:39:54,47,15:39:54,10,71
15:39:57,69,15:39:58,11,15:39:57,47,15:39:57,8,71
15:40:00,72,15:40:01,11,15:40:00,47,15:40:00,4,72
15:40:03,75,15:40:04,11,15:40:03,47,15:40:03,8,72
15:40:06,78,15:40:07,11,15:40:06,47,15:40:06,8,72
15:40:09,81,15:40:10,11,15:40:09,47,15:40:09,5,72
15:40:12,80,15:40:13,11,15:40:12,47,15:40:12,4,72
15:40:15,79,15:40:16,11,15:40:15,47,15:40:15,4,73
15:40:18,79,15:40:19,11,15:40:18,47,15:40:18,2,73
15:40:21,79,15:40:22,11,15:40:21,47,15:40:21,4,73
15:40:24,79,15:40:25,11,15:40:24,47,15:40:24,5,73
15:40:27,80,15:40:28,11,15:40:27,47,15:40:27,8,73
15:40:30,0,15:40:31,11,15:40:30,47,15:40:30,16,73
15:40:33,85,15:40:34,11,15:40:33,47,15:40:33,2,73
15:40:36,85,15:40:37,11,15:40:36,47,15:40:36,6,73
15:40:39,85,15:40:40,11,15:40:39,47,15:40:39,18,73
15:40:42,85,15:40:43,13,15:40:42,47,15:40:42,6,73
15:40:45,85,15:40:46,12,15:40:45,47,15:40:45,10,75
15:40:48,85,15:40:49,12,15:40:48,47,15:40:48,8,75
15:40:51,87,15:40:52,11,15:40:51,47,15:40:51,13,75
15:40:54,88,15:40:55,11,15:40:54,47,15:40:54,32,75
15:40:57,88,15:40:58,11,15:40:57,47,15:40:57,12,75
15:41:00,88,15:41:01,11,15:41:00,47,15:41:00,8,75
15:41:03,88,15:41:04,11,15:41:03,47,15:41:03,9,75
15:41:06,90,15:41:07,11,15:41:06,47,15:41:06,3,75
15:41:09,90,15:41:10,11,15:41:09,47,15:41:09,5,75
15:41:12,88,15:41:13,11,15:41:12,47,15:41:12,3,75
15:41:15,85,15:41:16,11,15:41:15,47,15:41:15,7,73
15:41:18,82,15:41:19,11,15:41:18,47,15:41:18,11,73
15:41:21,79,15:41:22,11,15:41:21,59,15:41:21,7,73
15:41:24,79,15:41:25,12,15:41:24,59,15:41:24,6,73
15:41:27,79,15:41:28,14,15:41:27,59,15:41:27,8,73
15:41:30,79,15:41:31,15,15:41:30,59,15:41:30,10,76
15:41:33,79,15:41:34,16,15:41:33,59,15:41:33,10,76
15:41:36,78,15:41:37,16,15:41:36,59,15:41:36,10,76
15:41:39,78,15:41:40,16,15:41:39,59,15:41:39,7,76
15:41:42,78,15:41:43,17,15:41:42,59,15:41:42,6,76
15:41:45,78,15:41:46,16,15:41:45,59,15:41:45,7,75
15:41:48,77,15:41:49,17,15:41:48,59,15:41:48,4,75
15:41:51,74,15:41:52,17,15:41:51,59,15:41:51,4,75
15:41:54,71,15:41:55,17,15:41:54,59,15:41:54,5,75
15:41:57,71,15:41:58,17,15:41:57,59,15:41:57,10,75
15:42:00,71,15:42:01,17,15:42:00,59,15:42:00,9,75
15:42:03,69,15:42:04,17,15:42:03,59,15:42:03,5,75
15:42:06,69,15:42:07,17,15:42:06,59,15:42:06,18,75
15:42:09,69,15:42:10,17,15:42:09,59,15:42:09,7,75
