Time,Sensor HR,Time,Respiratory,Time,Distance,Time,Body Val,Real HR
15:09:13,81,15:09:14,9,15:09:13,47,15:09:13,13,0
15:09:16,81,15:09:17,12,15:09:16,47,15:09:16,15,0
15:09:19,81,15:09:20,13,15:09:19,47,15:09:19,2,0
15:09:22,78,15:09:23,14,15:09:22,47,15:09:22,14,0
15:09:25,76,15:09:26,15,15:09:25,47,15:09:25,28,0
15:09:28,76,15:09:29,16,15:09:28,47,15:09:28,6,0
15:09:31,76,15:09:32,17,15:09:31,47,15:09:31,3,0
15:09:34,76,15:09:35,17,15:09:34,47,15:09:34,3,0
15:09:37,76,15:09:38,18,15:09:37,47,15:09:37,5,0
15:09:40,76,15:09:41,18,15:09:40,47,15:09:40,7,0
15:09:43,75,15:09:44,18,15:09:43,47,15:09:43,8,0
15:09:46,74,15:09:47,18,15:09:46,47,15:09:46,1,0
15:09:49,74,15:09:50,18,15:09:49,47,15:09:49,5,0
15:09:52,74,15:09:53,18,15:09:52,47,15:09:52,4,0
15:09:55,74,15:09:56,18,15:09:55,47,15:09:55,1,0
15:09:58,74,15:09:59,18,15:09:58,47,15:09:58,1,0
15:10:01,74,15:10:02,18,15:10:01,47,15:10:01,2,76
15:10:04,74,15:10:05,18,15:10:04,47,15:10:04,12,76
15:10:07,71,15:10:08,18,15:10:07,47,15:10:07,8,76
15:10:10,68,15:10:11,18,15:10:10,47,15:10:10,9,76
15:10:13,68,15:10:14,18,15:10:13,47,15:10:13,5,76
15:10:16,68,15:10:17,18,15:10:16,47,15:10:16,5,76
15:10:19,68,15:10:20,18,15:10:19,47,15:10:19,2,76
15:10:22,67,15:10:23,18,15:10:22,47,15:10:22,2,76
15:10:25,64,15:10:26,18,15:10:25,47,15:10:25,13,76
15:10:28,64,15:10:29,18,15:10:28,47,15:10:28,12,76
15:10:31,64,15:10:32,18,15:10:31,47,15:10:31,10,73
15:10:34,64,15:10:35,18,15:10:34,47,15:10:34,2,73
15:10:37,64,15:10:38,18,15:10:37,47,15:10:37,25,73
15:10:40,64,15:10:41,18,15:10:40,47,15:10:40,7,73
15:10:43,64,15:10:44,18,15:10:43,47,15:10:43,6,73
15:10:46,64,15:10:47,18,15:10:46,47,15:10:46,8,73
15:10:49,64,15:10:50,18,15:10:49,47,15:10:49,17,73
15:10:52,64,15:10:53,18,15:10:52,47,15:10:52,7,73
